2020
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings,Scores
['NYCHA Tackles More Than 800 Maintenance Work Orders in Saturday Blitz'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20181211.page'],"['program', 'housing', 'houses', 'work', 'repair', 'public', 'use', 'working', 'service', 'better', 'announced', 'annual', 'initiative', 'site', 'island', 'management', 'release', 'administration', 'living', 'developments', 'residents']",[],[],"{'2023', '2018'}","['baruch', 'kingsborough', 'patterson', 'ravenswood']",0.40191831683168305
"['Skilled Trades Teams Respond to More Than 13,000 Resident Repair Requests in Round One of NYCHA Cares Initiative']",['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20181207.page'],"['resident', 'program', 'housing', 'houses', 'work', 'repair', 'public', 'quality', 'use', 'working', 'service', 'commitment', 'announced', 'health', 'initiative', 'emergency', 'release', 'administration', 'deliver', 'developments', 'residents', 'completed', 'respond']",[],[],"{'2019', '2023', '2020', '2018'}","['baruch', 'kingsborough', 'manhattanville', 'parkside', 'pink', 'queensbridge south']",0.4866955445544553
['Statement from NYCHA Interim Chair & CEO Stanley Brezenoff on the Decision in Baez Et Al v. NYCHA'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20181129.page'],"['program', 'housing', 'work', 'public', 'use', 'working', 'service', 'improve', 'health', 'release', 'developments', 'residents', 'progress', 'achieve']",[],[],"{'2023', '2018'}",[],0.14913366336633666
"['In Preparation for Coldest Thanksgiving In Over A Century, NYCHA Activates Additional Heating Response Teams Across the City']",['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20181121.page'],"['resident', 'heating', 'housing', 'water', 'heat', 'work', 'hot', 'use', 'working', 'service', 'improve', 'center', 'announced', 'emergency', 'winter', 'release', 'issue', 'infrastructure', 'cold', 'equipment', 'administration', 'expected', 'developments', 'residents', 'available', 'report', 'respond']",[],[],"{'2023', '1901', '2018'}",[],0.39511138613861374
['NYCHA Celebrates Fall Harvest Festival at Public Housing Farms'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/PR-11-02-2018.page'],"['building', 'program', 'housing', 'houses', 'development', 'work', 'sustainability', 'public', 'fund', 'use', 'working', 'provide', 'service', 'improve', 'power', 'health', 'initiative', 'sustainable', 'island', 'release', 'green', 'partnership', 'healthier', 'administration', 'developments', 'residents', 'completed', 'serve', 'available', 'vital', 'build', 'happy', 'waste']",[],[],"{'1992', '2018', '2023', '2000', '2015', '2029'}","['bay view', 'forest', 'howard', 'wagner']",0.82549504950495
['NYCHA Recognizes National Domestic Violence Awareness Month at Resident and Staff Events'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20181030.page'],"['resident', 'program', 'housing', 'houses', 'public', 'use', 'service', 'center', 'neighborhood', 'announced', 'plan', 'light', 'emergency', 'team', 'island', 'management', 'release', 'partnership', 'commissioner', 'issue', 'administration', 'impact', 'developments', 'residents', 'recent', 'available', 'vital', 'improved', 'build', 'outreach', 'current']",[],[],"{'2014', '2023', '2020', '2018'}","['johnson', 'riis']",0.537747524752475
"['NYCHA Announces New $104.6 million Energy Contract to Improve Efficiency, Heating at 15 Developments']",['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20181023.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'upgrade', 'housing', 'water', 'heat', 'development', 'work', 'cost', 'efficiency', 'reduce', 'percent', 'lighting', 'hot', 'capital', 'sustainability', 'epc', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'epcs', 'saving', 'funding', 'commitment', 'reduction', 'change', 'performance', 'fuel', 'conservation', 'replace', 'announced', 'climate', 'ventilation', 'annual', 'initiative', 'interior', 'light', 'clean', 'department', 'sustainable', 'construction', 'complete', 'buildings', 'contribute', 'financing', 'release', 'largescale', 'green', 'partnership', 'install', 'reducing', 'ameresco', 'nextgeneration', 'infrastructure', 'future', 'expected', 'deliver', 'huds', 'hud', 'living', 'developments', 'residents', 'completed', 'significantly', 'vital', 'urban', 'invest', 'publicprivate', 'gcf', 'consumption', 'precious', 'modernize', 'upgrades']",[],[],"{'2025', '2026', '2018', '2016', '2023', '2000', '2015', '2020'}",[],2.503712871287126
['De Blasio Administration Announces Heating Improvements for NYCHA Residents in Advance of Winter'],['https://www1.nyc.gov/office-of-the-mayor/news/516-18/de-blasio-administration-heating-improvements-nycha-residents-advance-winter#/0'],"['resident', 'boiler', 'heating', 'housing', 'heat', 'repair', 'reduce', 'capital', 'public', 'quality', 'service', 'better', 'improve', 'commitment', 'announced', 'health', 'investment', 'plan', 'summer', 'boilers', 'annual', 'reliable', 'brickwork', 'winter', 'control', 'team', 'management', 'buildings', 'infrastructure', 'cold', 'administration', 'future', 'living', 'developments', 'residents', 'progress', 'mobile', 'fix', 'respond', 'preserve']",[],[],"{'2014', '2027', '2018', '2022'}",[],0.7812499999999991
['NYCHA Announces Partners to Design Rooftop Solar Gardens for Communities Citywide'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180925.page'],"['energy', 'resident', 'program', 'housing', 'houses', 'development', 'work', 'efficiency', 'percent', 'air', 'sustainability', 'public', 'quality', 'fund', 'use', 'goal', 'provide', 'service', 'better', 'improve', 'funding', 'greenhouse', 'commitment', 'change', 'performance', 'conservation', 'announced', 'climate', 'power', 'initiative', 'electricity', 'energyefficiency', 'environmental', 'clean', 'efficient', 'winter', 'sustainable', 'island', 'construction', 'plaza', 'buildings', 'contribute', 'financing', 'release', 'green', 'install', 'gardens', 'multifamily', 'reducing', 'nextgeneration', 'standard', 'helping', 'expected', 'footprint', 'developments', 'residents', 'proposal', 'available', 'vital', 'design', 'build', 'outreach', 'grid', 'outlined', 'operate']",[],[],"{'2025', '2018', '2030', '2050', '2016', '2023', '2019', '2020'}","['adams', 'baisley park', 'baruch', 'berry', 'bracetti plaza', 'carver', 'elliott', 'glenwood', 'highbridge gardens', 'howard', 'kingsborough', 'lafayette', 'latimer gardens', 'meltzer tower', 'metro north plaza', 'morris park senior citizens home', 'new lane area', 'ocean hill apartments', 'parkside', 'richmond terrace', 'thomas apartments', 'todt hill', 'wagner', 'wyckoff gardens']",1.809715346534652
['NYCHA Honors 23 Public Housing Residents with CUNY Scholarships'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180918.page'],"['resident', 'program', 'housing', 'houses', 'development', 'public', 'fund', 'use', 'provide', 'service', 'commitment', 'performance', 'health', 'resource', 'island', 'release', 'partnership', 'gardens', 'future', 'association', 'living', 'developments', 'residents', 'serve', 'happy', 'current']",[' launched in 2005'],[],"{'2018', '2023', '2017', '2015', '2005'}","['baruch', 'brown', 'brownsville', 'cypress hills', 'farragut', 'forest', 'gravesend', 'howard', 'kingsborough', 'manhattanville', 'mckinley', 'pelham parkway', 'polo grounds towers', 'queensbridge south', 'richmond terrace', 'rutgers', 'stapleton', 'surfside gardens', 'taft', 'washington', 'woodside', 'wyckoff gardens']",0.9115099009900984
['NYCHA Calls for Public Housing Residents to Join the NYCHA Board'],['https://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180917.page'],"['housing', 'public', 'use', 'service', 'nextgeneration', 'residents']",[],[],{'2023'},[],0.04455445544554455
['NYC Public Housing is Now Smoke-Free'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180730.page'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'reduce', 'public', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'better', 'commitment', 'reduction', 'announced', 'health', 'unit', 'department', 'management', 'buildings', 'release', 'partnership', 'network', 'commissioner', 'reducing', 'process', 'death', 'healthier', 'breathe', 'helping', 'huds', 'hud', 'developments', 'residents', 'available', 'eliminating', 'urban', 'report', 'outreach', 'respiratory']",[],[],"{'2023', '2018'}","['clinton', 'johnson', 'king towers', 'lehman', 'taft']",0.8796410891089096
['NYCHA Fills Pivotal Roles as New Leadership Strengthens Executive Team'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180723.page'],"['program', 'housing', 'development', 'work', 'capital', 'public', 'fund', 'use', 'working', 'provide', 'service', 'better', 'announced', 'cleaner', 'health', 'unit', 'department', 'team', 'management', 'district', 'release', 'partnership', 'nextgeneration', 'agency', 'protection', 'residents', 'serve', 'significantly', 'progress', 'build', 'innovative', 'safer', 'operate']",[],[],"{'2012', '2014', '2018', '2010', '1989', '2023', '2005'}",['rutgers'],0.4730816831683166
['NYCHA Cares Kicksoff to Fast Track Specialized Repair Work'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180713.page'],"['resident', 'program', 'system', 'housing', 'houses', 'work', 'repair', 'quality', 'use', 'service', 'improve', 'funding', 'demand', 'health', 'initiative', 'emergency', 'temporary', 'construction', 'complete', 'release', 'administration', 'developments', 'residents', 'innovative', 'current', 'planning']",[],[],"{'2019', '2023', '2020', '2018'}","['kingsborough', 'manhattanville']",0.4235767326732672
"[""NYCHA, Mayor's Office of Criminal Justice, & DYCD Kick Off Summer with Extended Hours at Community Centers Citywide""]",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180712.page'],"['program', 'housing', 'development', 'cost', 'public', 'use', 'provide', 'service', 'commitment', 'center', 'neighborhood', 'announced', 'plan', 'summer', 'department', 'release', 'partnership', 'commissioner', 'infrastructure', 'developments', 'residents', 'improved', 'build']",[' launched in 2014'],[],"{'2014', '2023', '2018'}",[],0.34467821782178215
['NYCHA hosts series of NextGeneration NYCHA Resource Fairs to connect residents and fellow New Yorkers to NYCHA and City Resources'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/resource-fair-todt-hill.page'],"['building', 'resident', 'program', 'housing', 'houses', 'work', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'improve', 'summer', 'annual', 'initiative', 'emergency', 'clean', 'resource', 'team', 'island', 'management', 'complete', 'district', 'release', 'nextgeneration', 'association', 'living', 'developments', 'residents', 'available', 'build', 'happy']",[' started in 2017'],[],"{'2010', '2023', '2017', '2018'}","['astoria', 'fulton', 'johnson', 'marlboro', 'ravenswood', 'sotomayor', 'todt hill']",0.675433168316831
"[""Building Healthy Communities: de Blasio Administration Unveils New Urban Farm at NYCHA's Mariners Harbor Houses as Part of Public-Private Partnership to Improve Health and Safety in Neighborhoods""]",['https://www1.nyc.gov/office-of-the-mayor/news/328-18/building-healthy-communities-de-blasio-administration-new-urban-farm-nycha-s-mariners'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'sustainability', 'public', 'quality', 'fund', 'working', 'provide', 'better', 'improve', 'funding', 'commitment', 'neighborhood', 'announced', 'health', 'investment', 'initiative', 'site', 'department', 'sustainable', 'resource', 'island', 'green', 'partnership', 'gardens', 'street', 'process', 'healthier', 'administration', 'living', 'residents', 'matter', 'available', 'urban', 'publicprivate', 'gcf', 'design', 'build', 'environment']",[' launched in 2015'],[],"{'2015', '2018'}","['bay view', 'brown', 'brownsville', 'forest', 'grant', 'howard', 'morrisania', 'robinson', 'wagner']",1.4368811881188095
"['Mayor de Blasio Announces Major Renovations for 2,400 NYCHA Apartments']",['https://www1.nyc.gov/office-of-the-mayor/news/321-18/mayor-de-blasio-major-renovations-2-400-nycha-apartments#/0'],"['building', 'resident', 'program', 'housing', 'houses', 'development', 'work', 'capital', 'sustainability', 'public', 'quality', 'apartment', 'provide', 'improve', 'funding', 'commitment', 'announced', 'health', 'investment', 'plan', 'summer', 'boilers', 'site', 'department', 'phase', 'resource', 'team', 'management', 'construction', 'complete', 'district', 'plaza', 'buildings', 'conversion', 'partnership', 'gardens', 'street', 'generate', 'roof', 'administration', 'future', 'deliver', 'replacing', 'huds', 'hud', 'living', 'developments', 'residents', 'generation', 'bathroom', 'proposal', 'significantly', 'available', 'vital', 'improved', 'urban', 'publicprivate', 'solution', 'preserve', 'innovative', 'happy', 'preserving', 'upgrades', 'current']",[],[],"{'2025', '1998', '2018', '2023', '2011', '2000', '2019'}","['berry', 'manhattanville', 'marcy', 'washington']",1.476794554455444
['NYCHA & HPD Select Developers for New 100 Percent Affordable Housing Development in the Bronx'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180614.page'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'reduce', 'percent', 'air', 'sustainability', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'improve', 'commitment', 'fuel', 'neighborhood', 'announced', 'health', 'plan', 'initiative', 'environmental', 'site', 'department', 'sustainable', 'construction', 'complete', 'buildings', 'release', 'green', 'commissioner', 'process', 'nextgeneration', 'agency', 'future', 'impact', 'developments', 'residents', 'serve', 'significantly', 'urban', 'progress', 'design', 'vulnerable', 'achieve', 'conducted', 'innovative', 'current']",[],[' constructed in 1980'],"{'2022', '2026', '2018', '1980', '2017', '2023', '2000'}","['morrisania', 'morrisania air rights']",1.5167079207920808
"['In Only 8 Hours, NYCHA and KABOOM! Build Community Playground at Bayview Houses']",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/nycha-kaboom-20180609.page'],"['building', 'resident', 'program', 'housing', 'houses', 'development', 'public', 'quality', 'fund', 'use', 'provide', 'service', 'improve', 'commitment', 'initiative', 'source', 'site', 'release', 'partnership', 'process', 'equipment', 'association', 'living', 'developments', 'residents', 'generation', 'serve', 'invest', 'publicprivate', 'design', 'build', 'innovative']",[],[],"{'2023', '2017', '2018'}","['bay view', 'pomonok']",1.020420792079207
['Innovative Tech Startups to Pilot Health & Safety Improvements at Select NYCHA Buildings'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180515.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'system', 'housing', 'work', 'efficiency', 'reduce', 'lighting', 'air', 'capital', 'sustainability', 'public', 'quality', 'fund', 'use', 'apartment', 'working', 'provide', 'service', 'improve', 'performance', 'announced', 'health', 'ventilation', 'boilers', 'environmental', 'temperature', 'site', 'department', 'complete', 'installed', 'buildings', 'pollution', 'partnership', 'network', 'reducing', 'installation', 'equipment', 'future', 'helping', 'impact', 'developments', 'residents', 'bathroom', 'serve', 'prevent', 'urban', 'invest', 'solution', 'build', 'fix', 'vulnerable', 'innovative', 'modernize', 'waste', 'upgrades', 'environment']",[],[],"{'1950', '2023', '2006'}","['brown', 'brownsville', 'hernandez', 'robinson', 'saratoga village', 'washington']",1.8412747524752449
"[""Almost 2,000 NYCHA Residents & Lower-Income New Yorkers Received $2.8 Million in Refunds Through NYCHA's Free Tax Prep Program""]",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/nycha-residents-tax-prep-services.page'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'cost', 'percent', 'sustainability', 'public', 'fund', 'use', 'goal', 'service', 'announced', 'annual', 'partnership', 'impact', 'living', 'developments', 'residents', 'serve', 'available', 'publicprivate', 'build', 'operate']",[],[],"{'1901', '2014', '2016', '2017', '2023', '2000', '2015'}",['marcy'],0.8499381188118809
"[""HUD's Proposed Rent Increases""]",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/proposed-rent-increase-2018.page'],"['use', 'service']",[],[],{'2023'},[],0.013304455445544554
['NYCHA Announces New Partnerships to Develop First Commercial Solar Program'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180426.page'],"['energy', 'building', 'resident', 'program', 'project', 'system', 'housing', 'houses', 'development', 'cost', 'efficiency', 'reduce', 'percent', 'sustainability', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'saving', 'commitment', 'change', 'fuel', 'conservation', 'neighborhood', 'announced', 'climate', 'power', 'plan', 'initiative', 'electricity', 'environmental', 'clean', 'source', 'efficient', 'site', 'department', 'step', 'sustainable', 'team', 'island', 'construction', 'installed', 'district', 'buildings', 'contribute', 'financing', 'release', 'utility', 'largescale', 'green', 'partnership', 'install', 'gardens', 'street', 'multifamily', 'reducing', 'issue', 'installation', 'generate', 'nextgeneration', 'infrastructure', 'protection', 'future', 'deliver', 'resilient', 'developments', 'residents', 'invest', 'design', 'outreach', 'financed', 'innovative', 'completion', 'modernize', 'outlined', 'operate']",[],[],"{'2025', '2016', '2050', '2023', '1960', '2019'}","['beach 41st street', 'coney island', 'gowanus', 'pomonok', 'queensbridge north', 'queensbridge south', 'south beach', 'throggs neck', 'throggs neck addition']",2.517017326732671
"['NYCHA, DSNY, MOCTO & NYCEDC Announce Winners of the NYCx Co-Lab Challenge to Reduce Waste And Increase Recycling in Brownsville Houses']",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180423.page'],"['energy', 'building', 'resident', 'program', 'project', 'system', 'housing', 'houses', 'development', 'work', 'cost', 'reduce', 'sustainability', 'public', 'fund', 'use', 'goal', 'provide', 'service', 'improve', 'center', 'neighborhood', 'announced', 'cleaner', 'investment', 'initiative', 'environmental', 'clean', 'source', 'department', 'step', 'sustainable', 'resource', 'management', 'installed', 'challenge', 'district', 'buildings', 'pollution', 'green', 'partnership', 'gardens', 'multifamily', 'commissioner', 'process', 'generate', 'nextgeneration', 'equipment', 'administration', 'association', 'impact', 'developments', 'residents', 'proposal', 'significantly', 'available', 'urban', 'invest', 'solution', 'gcf', 'outreach', 'greener', 'innovative', 'waste', 'environment']",[],[],"{'2009', '2030', '2023', '2017', '2000'}","['adams', 'brown', 'brownsville', 'howard', 'white']",1.6061262376237602
['NYCHA Expands Solar Access & Green Jobs Through First-Of-Its-Kind Community Solar Gardens Program for Small Buildings'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180420.page'],"['energy', 'resident', 'program', 'project', 'housing', 'development', 'work', 'efficiency', 'capital', 'sustainability', 'public', 'fund', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'epcs', 'funding', 'commitment', 'change', 'performance', 'conservation', 'announced', 'climate', 'electricity', 'electrical', 'clean', 'efficient', 'sustainable', 'phase', 'team', 'installed', 'buildings', 'release', 'green', 'install', 'gardens', 'multifamily', 'nextgeneration', 'developments', 'residents', 'available', 'urban', 'invest', 'study', 'innovative', 'outlined', 'current', 'operate']",[],[],"{'2025', '2016', '2023', '2018'}",[],1.0089727722772273
['Mayor de Blasio Targets Rats for Extermination at 10 NYCHA Developments'],['http://www1.nyc.gov/office-of-the-mayor/news/195-18/mayor-de-blasio-targets-rats-extermination-10-nycha-developments#/0'],"['program', 'housing', 'houses', 'repair', 'reduce', 'public', 'quality', 'working', 'provide', 'improve', 'commitment', 'reduction', 'neighborhood', 'health', 'investment', 'plan', 'annual', 'initiative', 'brickwork', 'clean', 'step', 'control', 'management', 'district', 'buildings', 'partnership', 'street', 'reducing', 'issue', 'administration', 'future', 'developments', 'residents', 'available', 'improved', 'fix', 'achieve', 'preserve']",[],[],"{'2014', '2017', '2018'}","['adams', 'bushwick', 'butler', 'hylan', 'marcy', 'riis']",0.6516089108910885
['NYCHA Chair & CEO Shola Olatoye Remarks on Stepping Down from Her Role'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/chair-statement-20180410.page'],"['energy', 'resident', 'program', 'project', 'housing', 'work', 'repair', 'percent', 'capital', 'sustainability', 'public', 'fund', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'fema', 'commitment', 'change', 'performance', 'carbon', 'neighborhood', 'demand', 'investment', 'plan', 'winter', 'step', 'team', 'management', 'resiliency', 'construction', 'challenge', 'buildings', 'release', 'partnership', 'recovery', 'street', 'nextgeneration', 'agency', 'death', 'healthier', 'administration', 'future', 'helping', 'impact', 'hud', 'footprint', 'developments', 'residents', 'generation', 'grant', 'serve', 'storm', 'available', 'vital', 'achieve', 'road', 'outlined']",[],[],"{'2014', '2018', '2023', '2000', '1990'}",['grant'],1.0293935643564345
['NYCHA Reaches New Settlement Terms with Baez Plaintiffs to Improve Mold Conditions in Public Housing'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/settlement-with-baez-plaintiffs.page'],"['building', 'resident', 'program', 'housing', 'work', 'public', 'quality', 'use', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'announced', 'health', 'plan', 'ventilation', 'source', 'step', 'agreement', 'contribute', 'release', 'issue', 'nextgeneration', 'infrastructure', 'equipment', 'developments', 'residents', 'prevent', 'improved', 'fix']",[],[],"{'2023', '2016', '2017', '2018'}",[],0.5160891089108908
['Message on the Increased Federal Resources for Affordable & Public Housing'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/chair-statement-20180323.page'],"['program', 'housing', 'development', 'repair', 'capital', 'public', 'quality', 'fund', 'use', 'provide', 'service', 'improve', 'funding', 'change', 'health', 'investment', 'release', 'partnership', 'commissioner', 'standard', 'living', 'residents', 'significantly', 'available', 'vulnerable']",[],[],"{'2023', '2018'}",['grant'],0.4443069306930692
"['Ahead of Massive Repairs Coming to Independence & Williams Plaza, NYCHA Launches Resident Engagement']",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180328.page'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'repair', 'percent', 'capital', 'public', 'quality', 'fund', 'use', 'apartment', 'working', 'provide', 'service', 'improve', 'funding', 'commitment', 'announced', 'plan', 'temporary', 'step', 'phase', 'team', 'management', 'plaza', 'buildings', 'conversion', 'release', 'process', 'infrastructure', 'roof', 'administration', 'future', 'association', 'expected', 'hud', 'developments', 'residents', 'publicprivate', 'innovative', 'happy', 'upgrades']",[' launched in 2016'],[],"{'1998', '2018', '2023', '1960', '2016'}",[],1.0241336633663354
['NYCHA Launches Updated Heating Dashboard and New Map Features for Improved Transparency'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180313.page'],"['energy', 'resident', 'program', 'boiler', 'heating', 'project', 'system', 'housing', 'water', 'heat', 'development', 'work', 'hot', 'capital', 'sustainability', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'improve', 'improvement', 'funding', 'commitment', 'performance', 'announced', 'plan', 'initiative', 'outage', 'source', 'department', 'step', 'team', 'management', 'resiliency', 'construction', 'buildings', 'release', 'green', 'recovery', 'weatherization', 'process', 'nextgeneration', 'infrastructure', 'agency', 'developments', 'residents', 'grant', 'proposal', 'available', 'vital', 'improved', 'progress', 'outreach', 'current']",[],[],"{'2015', '2023', '2018', '2016'}","['adams', 'grant']",1.2462871287128712
['NYCHA Announces Robin Levine as New Chief Communications Officer'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180309.page'],"['program', 'housing', 'heat', 'work', 'public', 'use', 'working', 'service', 'improve', 'announced', 'plan', 'department', 'step', 'team', 'release', 'administration', 'living', 'developments', 'residents', 'recent', 'current']",[],[],"{'2023', '2018'}",['johnson'],0.2868193069306931
['De Blasio Administration Announces New Measures to Expedite NYCHA Heating System Upgrades By Up to 20 Months'],['https://www1.nyc.gov/office-of-the-mayor/news/124-18/de-blasio-administration-new-measures-expedite-nycha-heating-system-upgrades-up-to'],"['energy', 'program', 'boiler', 'heating', 'project', 'upgrade', 'system', 'housing', 'water', 'heat', 'work', 'cost', 'repair', 'hot', 'capital', 'public', 'quality', 'fund', 'replacement', 'working', 'provide', 'service', 'better', 'improve', 'fema', 'commitment', 'performance', 'replace', 'announced', 'investment', 'plan', 'boilers', 'annual', 'dep', 'brickwork', 'efficient', 'winter', 'construction', 'district', 'buildings', 'partnership', 'recovery', 'install', 'process', 'installation', 'infrastructure', 'cold', 'agency', 'administration', 'deliver', 'hud', 'living', 'developments', 'residents', 'grant', 'design', 'build', 'fix', 'cutting', 'conducted', 'preserve', 'upgrades']",[],[],"{'2014', '2027', '2018', '2022'}",['grant'],1.036509900990098
['Open Letter to Residents from NYCHA Chair & CEO Shola Olatoye'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180302.page'],"['use', 'service', 'release', 'residents']",[],[],"{'2023', '2018'}",[],0.01701732673267327
['NYCHA & HPD Release a Request for Proposals to Develop a New Mixed-Income Building at La Guardia Houses'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/NEW-MIXED-INCOME-BUILDING-AT-LA-GUARDIA-HOUSES.page'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'percent', 'capital', 'sustainability', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'announced', 'plan', 'summer', 'initiative', 'department', 'team', 'construction', 'complete', 'buildings', 'financing', 'release', 'commissioner', 'process', 'nextgeneration', 'agency', 'impact', 'deliver', 'developments', 'residents', 'proposal', 'benefitting', 'design', 'build', 'achieve', 'current', 'operate']",[],[],"{'2022', '2026', '2018', '2017', '2023', '2000'}","['la guardia', 'la guardia addition']",1.2524752475247534
['NYCHA Hosts Inaugural Speed Mentoring Event for Resident Members of its Youth Leadership Council'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180222.page'],"['building', 'resident', 'program', 'housing', 'houses', 'development', 'percent', 'public', 'use', 'service', 'commitment', 'plan', 'initiative', 'release', 'network', 'nextgeneration', 'future', 'developments', 'residents', 'available', 'urban', 'invest', 'build', 'achieve', 'current']",[' launched in 2016'],[],"{'2026', '2023', '2018', '2016'}",[],0.4579207920792076
['NYCHA Honors Second Cohort of Graduates from Sandy Jobs Training Program'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180216.page'],"['building', 'resident', 'program', 'project', 'housing', 'development', 'work', 'capital', 'public', 'fund', 'use', 'working', 'provide', 'service', 'better', 'change', 'health', 'investment', 'electrical', 'department', 'resiliency', 'construction', 'complete', 'district', 'buildings', 'contribute', 'release', 'partnership', 'recovery', 'process', 'equipment', 'administration', 'association', 'resilient', 'developments', 'residents', 'storm', 'urban', 'superstorm']",[],[],"{'2015', '2023', '2018'}",['gowanus'],0.9795792079207917
['NYCHA Releases 2017 End of Year Report on $3 Billion FEMA Grant'],['http://www1.nyc.gov/site/nycha/about/press/pr-2018/pr-20180213.page '],"['building', 'program', 'project', 'housing', 'houses', 'work', 'repair', 'percent', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'improve', 'funding', 'fema', 'commitment', 'change', 'announced', 'climate', 'power', 'investment', 'initiative', 'outage', 'step', 'team', 'resiliency', 'construction', 'installed', 'buildings', 'release', 'recovery', 'network', 'process', 'infrastructure', 'protection', 'future', 'standard', 'helping', 'association', 'expected', 'resilient', 'developments', 'residents', 'grant', 'completed', 'serve', 'storm', 'damaged', 'hurricane', 'design', 'build', 'superstorm', 'report', 'outreach', 'natural', 'conducted', 'upgrades', 'spending']",[],[],"{'2012', '1900', '2018', '2017', '2023', '2021', '2015', '2019'}","['astoria', 'grant', 'haber', 'rangel']",0.8211633663366324
"[""Statement from NYCHA Chair & CEO Shola Olatoye on the President's Budget""]",['http://www1.nyc.gov/site/nycha/about/press/pr-2018/chair-statement-20180212.page'],"['housing', 'percent', 'capital', 'public', 'fund', 'use', 'service', 'commitment', 'reduction', 'resource', 'buildings', 'release', 'residents', 'proposal']",[],[],"{'2023', '2018'}",[],0.18750000000000003
